Month,Weekday,Time,Bermuda,Lot 7,Lot 13,E. Troy,Lot 10,Lot 3,W. Nine Mile,Lot 8,NB Woodward,Vester,Lot 11,Lot 1,Lot 15,Lot 2,Lot 4,E. Nine Mile,Lot 9,SB Woodward,W. Troy,Withington,W. Saratoga,E. Breckenridge,Planavon,E. Saratoga,Ardmoor,24_Time,dayNum
3,Wednesday,7am,0.0,0.007836990595611285,0.017094861660079053,0.005050505050505051,0.00857843137254902,0.0035951386658100437,0.0010449320794148381,0.013442113442113443,0.0012205387205387204,0.003246753246753247,0.0020517676767676765,0.0005165289256198347,0.005017152658662092,0.0,0.012140151515151515,0.0016835016835016836,0.002004419191919192,0.0033670033670033673,0.00909090909090909,0.004458874458874458,0.0,0.0,0.0,0.0,0.0,7,2
3,Thursday,7am,0.0,0.01235632183908046,0.025675230566534916,0.005050505050505051,0.0069407308377896606,0.005265553057072491,0.001593521421107628,0.025427350427350427,0.0,0.00974025974025974,0.004584911616161616,0.0005165289256198347,0.006032018296169239,0.0023923444976076554,0.004772727272727273,0.0,0.002746212121212121,0.0,0.0,0.0038961038961038957,0.0,0.0,0.0,0.0,0.0,7,3
3,Friday,7am,0.0,0.004649947753396029,0.01541501976284585,0.022727272727272728,0.01020499108734403,0.005404754256344363,0.0026471612678509227,0.027836052836052838,0.0,0.00974025974025974,0.001783459595959596,0.001549586776859504,0.014651229273870784,0.0023923444976076554,0.005681818181818182,0.0,0.008570075757575757,0.0,0.02727272727272727,0.006493506493506493,0.0,0.0,0.0,0.0,0.0,7,4
3,Saturday,7am,0.0,0.031800766283524906,0.03126293995859213,0.031746031746031744,0.035130718954248366,0.02301306859610747,0.005172413793103447,0.03899063899063899,0.0,0.04081632653061224,0.02058531746031746,0.00450937950937951,0.036223420185684335,0.011111111111111112,0.04666666666666667,0.005291005291005291,0.026008597883597884,0.0,0.017936507936507938,0.013605442176870748,0.0,0.0,0.0,0.0,0.0,7,5
3,Sunday,7am,0.0,0.030103995621236997,0.02979641131815045,0.023809523809523808,0.028127917833800184,0.022098827752538002,0.0049261083743842365,0.03907203907203907,0.0,0.030612244897959183,0.016377314814814813,0.00827922077922078,0.027867625037436356,0.016938178780284044,0.038115079365079366,0.012345679012345678,0.010912698412698414,0.0,0.0,0.016326530612244896,0.0,0.0,0.005291005291005291,0.0,0.0,7,6
3,Monday,8am,0.0,0.06031746031746032,0.06940993788819876,0.05405643738977072,0.07675070028011205,0.07884345728868697,0.012862616310892173,0.08892958892958892,0.0017416225749559084,0.08163265306122448,0.025520833333333336,0.02002164502164502,0.09779874213836477,0.042606516290726815,0.11898809523809524,0.014579659024103471,0.0269510582010582,0.001998824221046443,0.028888888888888888,0.03537414965986395,0.0,0.0,0.005291005291005291,0.0,0.0,8,0
3,Tuesday,8am,0.0,0.008411703239289445,0.01455862977602108,0.0,0.008288770053475935,0.0074472641610450795,0.001584813653779171,0.008547008547008546,0.0010521885521885522,0.004004329004329004,0.00472695707070707,0.00016356749311294765,0.0026872498570611777,0.0026116427432216903,0.006837121212121213,0.0026655443322109985,0.002967171717171717,2.8058361391694725e-05,0.001515151515151515,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,8,1
3,Wednesday,8am,0.0,0.013140020898641587,0.018362977602108036,0.005050505050505051,0.013146167557932265,0.006753935110825569,0.002856147683733891,0.022552447552447556,0.0037668350168350174,0.003246753246753247,0.018560606060606062,0.0005423553719008264,0.01619496855345912,0.0031897926634768736,0.012670454545454546,0.0017115600448933783,0.001893939393939394,0.00404040404040404,0.015,0.004523809523809524,0.0,0.0,0.0,0.0,0.0,8,2
3,Thursday,8am,0.0,0.01543887147335423,0.02608695652173913,0.005050505050505051,0.010249554367201427,0.00712603062426384,0.0038923719958202717,0.039607614607614604,0.004061447811447811,0.00974025974025974,0.006857638888888889,0.000559573002754821,0.011306460834762722,0.005103668261562998,0.0062689393939393935,0.0019079685746352412,0.001893939393939394,0.0012906846240179574,0.014393939393939393,0.0038961038961038957,0.0,0.0,0.0,0.0,0.0,8,3
3,Friday,8am,0.0,0.010057471264367816,0.01579380764163373,0.022727272727272728,0.013524955436720144,0.011047756719134811,0.005320445837687217,0.042715617715617715,0.0026304713804713806,0.010551948051948052,0.0020833333333333333,0.001549586776859504,0.022555746140651804,0.0055622009569378,0.008522727272727272,0.0,0.008917297979797978,0.0,0.02727272727272727,0.006688311688311689,0.0,0.0,0.0,0.0,0.0,8,4
3,Saturday,8am,0.005379188712522045,0.048576902025177886,0.035697032436162866,0.032319223985890655,0.04356909430438843,0.029948398676313867,0.008410873928115308,0.07014652014652015,0.006283068783068783,0.04342403628117914,0.020213293650793652,0.004329004329004329,0.05739742437855645,0.014661654135338346,0.0491468253968254,0.00737801293356849,0.027248677248677248,0.0011757789535567313,0.023333333333333334,0.013605442176870748,0.0,0.0012471655328798186,0.0,0.0,0.0,8,5
3,Sunday,8am,0.0,0.030268199233716476,0.028674948240165633,0.023809523809523808,0.0273109243697479,0.021515508441303493,0.004944353220215289,0.0380952380952381,0.0,0.030612244897959183,0.014459325396825396,0.00781024531024531,0.02819706498951782,0.016290726817042606,0.03454365079365079,0.012345679012345678,0.010912698412698414,0.0,0.0,0.016326530612244896,0.0,0.0,0.005291005291005291,0.0,0.0,8,6
